rownames,sex,age,educ,farm,hhsize,commune,lnhhexp,lnexp12m
4729,1,46,3,0,8,154,10.18327808,7.09340477
4730,1,50,7,0,5,154,9.992422104,5.272999763
4731,2,50,3,0,11,154,10.98498535,4.867534637
4732,2,33,2,0,4,154,9.875394821,7.170119762
4733,1,44,5,0,3,154,9.592474937,7.06731987
4734,2,56,2,0,3,154,9.24015522,5.823045731
4735,1,61,4,0,10,154,10.4768362,8.086410522
4736,2,65,0,0,6,154,9.522173882,5.480638981
4737,2,53,2,0,4,154,10.29693413,8.024535179
4738,2,67,0,0,3,154,9.75942421,5.966146946
4739,1,52,2,0,3,154,9.189332962,5.337538242
4740,2,68,2,0,3,154,8.144807816,7.88795948
4741,1,78,3,0,9,154,9.921694756,8.437067032
4742,1,39,5,0,5,154,10.3503952,8.982686996
4743,1,50,4,0,7,154,9.541624069,5.247024059
4744,2,72,0,0,3,154,9.508698463,5.272999763
4745,1,29,4,0,6,154,9.849974632,7.863266945
4746,2,53,3,0,8,154,10.57630157,7.352441311
4747,1,52,3,0,6,154,10.35312271,6.659294128
4748,1,33,3,0,4,154,9.884765625,7.368970394
4749,1,41,2,0,12,154,10.34437847,8.515591621
4750,1,32,2,1,4,155,9.436592102,7.21890974
4751,1,66,0,1,4,155,9.497830391,5.129898548
4752,1,37,4,1,6,155,9.636113167,5.56068182
4753,1,69,2,0,1,155,8.102759361,
4754,2,57,2,0,4,155,9.424116135,
4755,1,66,2,1,3,155,9.292381287,7.958576679
4756,1,48,3,1,6,155,9.975399971,
4757,2,63,2,1,1,155,8.102733612,4.941642284
4758,2,54,3,0,3,155,9.498571396,4.867534637
4759,1,39,4,1,5,155,9.904111862,8.070281029
4760,1,46,2,1,5,155,10.34121895,6.692083836
4761,1,20,5,1,2,155,9.143692017,6.551080227
4762,1,39,2,1,5,155,9.784319878,6.535241127
4763,1,76,0,1,2,155,9.790218353,6.590301037
4764,1,70,2,1,2,155,9.415173531,6.47697258
4765,1,35,3,1,4,155,9.643155098,7.21890974
4766,2,44,2,0,2,155,8.245244026,
4767,2,65,0,1,4,155,9.485507011,3.951243639
4768,2,38,2,0,3,155,9.395524979,3.258096457
4769,1,55,9,0,5,155,10.59313679,6.47697258
4770,1,63,2,0,5,155,10.02272224,7.309881687
4771,1,62,2,1,5,155,10.5148983,8.151909828
4772,1,33,7,1,5,155,9.453122139,4.804020882
4773,1,43,2,0,6,155,9.631765366,5.337538242
4774,1,35,5,1,5,155,10.02308369,2.890371799
4775,1,37,3,0,4,155,9.646198273,3.555348158
4776,1,40,7,1,5,155,10.17649746,7.151485443
4777,1,34,3,1,6,155,10.41008472,5.56068182
4778,2,49,3,1,3,155,9.652860641,
4779,2,31,2,0,2,155,8.345305443,6.708084106
4780,1,50,0,0,1,156,7.420050621,5.56068182
4781,1,55,2,0,3,156,9.078799248,
4782,2,28,3,0,2,156,8.481492996,3.401197433
4783,1,62,2,1,8,156,9.678268433,8.92598629
4784,1,50,7,0,6,156,9.976316452,8.05356884
4785,1,29,3,1,3,156,9.072464943,5.783825397
4786,2,52,0,1,5,156,9.966792107,7.447751045
4787,1,67,2,0,5,156,9.617622375,6.739336491
4788,1,63,2,0,6,156,9.205265999,5.135798454
4789,2,55,2,0,1,156,7.702430725,5.049856186
4790,1,79,0,1,3,156,9.71472168,8.853665352
4791,1,59,0,1,9,156,10.17229366,5.736572266
4792,1,44,5,0,5,156,9.94746685,5.897153854
4793,2,33,5,0,4,156,9.421615601,6.625392437
4794,1,27,0,0,3,156,9.048640251,9.274723053
4795,1,58,3,1,11,156,10.51292038,8.297792435
4796,1,46,2,1,3,156,9.061427116,4.867534637
4797,1,49,2,1,6,156,10.1068716,
4798,1,46,2,0,4,156,9.53298378,5.56068182
4799,1,39,4,1,6,156,10.33278275,7.897296429
4800,1,38,3,0,5,156,9.566394806,7.661056519
4801,1,60,2,1,6,156,9.84800148,5.655992031
4802,1,34,2,0,5,156,9.409840584,
4803,1,33,3,1,4,156,9.172385216,5.866467953
4804,2,60,2,1,4,156,8.891009331,7.064759254
4805,2,25,3,0,3,156,9.94617939,
4806,1,34,2,1,4,156,9.145217896,5.272999763
4807,2,46,0,1,6,156,9.528386116,5.398162842
4808,2,51,2,1,3,156,9.275437355,8.518192291
4809,2,59,2,0,3,156,8.821675301,7.393262863
4810,1,41,0,0,7,156,9.726344109,6.969790459
4811,1,38,3,0,6,156,9.681310654,6.456769466
4812,1,59,7,1,7,157,9.957098007,7.153833866
4813,1,60,2,0,6,157,10.44028091,7.119635582
4814,1,55,9,0,5,157,10.02484703,
4815,1,48,3,1,6,157,10.03788567,7.574045181
4816,1,49,7,0,4,157,10.33647633,
4817,1,36,9,0,4,157,10.2569437,5.730099678
4818,2,51,7,1,3,157,9.135545731,6.356107712
4819,1,35,2,1,5,157,9.81231308,6.687108517
4820,1,29,3,0,4,157,9.564105034,4.248495102
4821,1,59,3,1,4,157,9.638115883,7.170119762
4822,1,35,4,0,4,157,8.773121834,5.356586456
4823,1,35,7,0,5,157,10.46789742,6.621405602
4824,1,39,5,1,4,157,9.484609604,6.309918404
4825,1,41,4,1,5,157,9.844244003,8.281471252
4826,1,37,2,1,6,157,10.66149807,7.939158916
4827,1,44,7,1,7,157,10.87639332,9.448254585
4828,1,72,2,1,5,158,9.450329781,7.640123367
4829,1,61,2,1,3,158,8.68145752,4.762174129
4830,1,57,2,0,6,158,9.659647942,4.990432739
4831,2,58,2,1,4,158,9.708634377,
4832,1,47,2,1,6,158,9.619561195,4.779123306
4833,1,45,3,1,6,158,10.09547615,4.962844849
4834,2,44,2,1,5,158,9.60795784,6.030685425
4835,1,64,2,1,6,158,9.739462852,5.860786438
4836,2,52,0,1,5,158,9.512153625,
4837,1,40,4,1,5,158,9.728411674,7.274479389
4838,1,58,3,1,3,158,9.69200325,8.479491234
4839,1,62,0,1,5,158,9.91209507,7.360739708
4840,1,46,3,0,6,158,9.391607285,
4841,1,41,4,0,5,158,9.699497223,8.341649055
4842,1,66,2,1,3,158,9.043325424,4.356709003
4843,1,39,3,1,3,158,9.22181797,4.356709003
4844,1,37,4,1,6,158,9.648850441,5.669880867
4845,1,52,6,0,6,158,9.746866226,4.007333279
4846,1,53,2,1,6,158,10.03511238,7.987864017
4847,1,33,2,1,4,158,9.078670502,4.204692841
4848,1,59,2,1,6,158,9.527402878,5.455321312
4849,1,37,3,1,4,158,9.225387573,5.703782558
4850,1,45,3,1,4,158,9.599067688,
4851,1,54,3,0,7,158,9.704335213,6.214608192
4852,1,54,2,1,5,158,9.649014473,
4853,1,30,3,1,4,158,8.935031891,7.394493103
4854,1,42,4,1,4,158,9.891345024,
4855,1,50,3,0,5,158,10.03777122,7.539027214
4856,1,43,2,1,6,158,9.66037178,4.356709003
4857,1,24,4,1,3,158,9.002258301,6.208590031
4858,1,32,3,0,4,159,8.95116806,6.599870682
4859,1,41,3,0,9,159,9.321579933,8.254528999
4860,2,62,0,1,4,159,9.401711464,6.278521538
4861,1,61,3,1,6,159,8.991106987,6.966024399
4862,1,45,3,0,4,159,9.984062195,3.555348158
4863,1,62,0,1,7,159,9.536160469,6.769641876
4864,1,35,4,0,5,159,10.6954546,10.66779232
4865,1,76,0,1,2,159,9.457101822,6.754603863
4866,2,60,3,0,3,159,8.84209919,7.595387459
4867,1,52,3,0,8,159,9.79080677,5.886104107
4868,2,42,2,0,6,159,9.064330101,7.129297733
4869,1,69,2,1,3,159,9.110637665,6.350885868
4870,2,62,3,0,2,159,8.21254921,6.371612072
4871,1,29,2,0,4,159,9.800305367,6.678342342
4872,1,46,3,0,7,159,9.705785751,4.718498707
4873,1,42,2,0,5,159,8.650235176,6.49677515
4874,1,40,2,0,4,159,8.785897255,
4875,1,61,3,0,6,159,9.576200485,6.910750866
4876,1,36,0,0,4,159,9.213777542,6.253829002
4877,1,26,3,0,3,159,8.926546097,7.249925613
4878,1,59,2,1,5,159,9.197191238,5.743003368
4879,1,48,5,0,6,159,9.907486916,6.904750824
4880,1,26,2,1,6,159,9.541388512,7.444248676
4881,1,39,6,0,5,159,9.784877777,6.098074436
4882,1,63,7,0,6,159,9.849014282,7.088408947
4883,1,31,6,0,4,159,9.212148666,6.035481453
4884,2,69,2,0,6,159,8.756587029,7.042286396
4885,1,37,3,1,7,159,9.49608326,6.413458824
4886,1,46,9,0,7,159,9.26478672,6.214608192
4887,2,72,0,1,4,159,9.639816284,8.231375694
4888,1,66,2,1,7,160,10.53675175,8.987196922
4889,1,30,2,1,5,160,8.765694618,5.509388447
4890,1,37,2,0,5,160,8.755101204,7.707062721
4891,2,71,0,0,2,160,8.46199131,6.345636368
4892,1,30,2,1,5,160,8.915585518,7.393262863
4893,1,46,2,1,8,160,10.02443409,6.396929741
4894,1,56,2,1,6,160,9.636613846,7.072422028
4895,1,43,2,1,3,160,8.911611557,8.670772552
4896,1,39,2,1,7,160,9.813946724,
4897,2,35,3,0,4,160,9.554253578,5.641907215
4898,1,40,2,1,6,160,9.616804123,4.007333279
4899,1,61,2,1,4,160,9.311608315,6.516192913
4900,1,50,2,0,8,160,8.999650002,
4901,1,41,3,1,8,160,9.784550667,
4902,1,36,3,1,5,160,9.736821175,5.278114796
4903,1,50,2,0,7,160,9.359096527,
4904,1,65,2,1,3,160,9.05072403,5.56068182
4905,1,63,2,1,5,160,9.746185303,
4906,2,53,0,0,5,160,8.426870346,6.436150551
4907,2,62,0,0,4,160,8.912546158,6.813444614
4908,1,69,2,1,2,160,8.813448906,
4909,1,41,3,1,7,160,9.365969658,5.379897118
4910,2,53,0,1,4,160,9.246226311,5.609471798
4911,1,62,2,1,4,160,9.155546188,5.272999763
4912,1,58,3,1,4,160,9.454522133,5.509388447
4913,1,47,2,1,6,160,9.932569504,
4914,1,73,2,1,6,160,9.611387253,8.178077698
4915,2,58,0,1,6,160,8.886249542,6.771935463
4916,2,46,4,0,5,160,9.832550049,6.659294128
4917,1,66,2,1,5,160,9.599933624,7.779885292
4918,2,74,2,0,4,160,9.835717201,10.44068241
4919,1,38,2,1,6,160,9.57624054,6.175867081
4920,1,29,2,0,5,161,9.371049881,7.477604389
4921,1,34,3,1,4,161,9.290597916,5.472270489
4922,1,68,2,0,5,161,9.808686256,7.822043896
4923,1,67,2,0,2,161,8.90438652,6.177944183
4924,1,45,2,0,5,161,9.586523056,6.841615677
4925,1,39,7,0,7,161,12.0333395,9.003808022
4926,2,56,2,0,5,161,10.02197266,8.915968895
4927,1,46,7,1,5,161,10.04997444,5.105945587
4928,1,38,2,0,3,161,8.600437164,7.309881687
4929,1,42,3,0,5,161,9.161683083,
4930,1,41,3,0,4,161,9.084137917,7.497761726
4931,1,54,2,0,7,161,9.158499718,6.784457207
4932,1,30,2,1,5,161,9.27325058,8.070281029
4933,2,86,0,1,1,161,8.130558968,
4934,2,40,3,1,3,161,9.72240448,7.621195316
4935,1,37,7,1,4,161,9.632876396,7.297768116
4936,1,40,3,1,5,161,9.615424156,8.333270073
4937,1,25,2,1,4,161,8.816906929,7.912056923
4938,1,64,2,1,8,161,10.18643284,3.951243639
4939,1,51,2,1,5,161,9.565429688,7.77443552
4940,1,33,4,1,7,161,10.18667984,8.799360275
4941,1,32,3,1,5,161,9.609496117,6.739336491
4942,1,39,2,1,4,161,8.801446915,
4943,1,48,2,1,7,161,10.2667551,7.318539619
4944,2,49,2,0,2,161,9.363527298,7.21890974
4945,1,74,2,0,3,161,9.015417099,8.478452682
4946,1,49,2,1,8,161,9.811678886,6.921658039
4947,1,26,2,1,3,161,8.554034233,
4948,2,50,0,1,3,161,8.489106178,6.47697258
4949,2,60,2,1,3,161,9.38111496,7.170119762
4950,1,21,2,0,4,161,8.98666954,
4951,1,34,2,1,4,161,9.076086044,6.813444614
4952,1,55,4,1,10,162,9.783730507,7.170119762
4953,1,55,2,1,10,162,10.60092258,7.520776272
4954,1,53,4,1,6,162,9.499485016,
4955,2,65,2,0,2,162,9.352724075,
4956,1,67,2,0,3,162,8.829212189,5.655992031
4957,2,66,0,0,1,162,8.981661797,
4958,2,46,3,1,3,162,9.173151016,2.77258873
4959,1,29,2,0,6,162,9.20723629,6.756932259
4960,1,41,3,0,7,162,9.300414085,6.371612072
4961,1,51,5,0,8,162,10.65450096,9.219101906
4962,1,35,3,0,6,162,9.723592758,8.750207901
4963,1,42,3,0,5,162,9.953327179,7.08673811
4964,2,53,2,0,3,162,9.270266533,7.170119762
4965,1,42,3,1,8,162,10.16325188,7.237778187
4966,1,39,4,0,5,162,9.318791389,6.827629089
4967,1,41,4,0,9,162,10.71571064,7.624619007
4968,2,71,0,0,2,162,8.258620262,7.170119762
4969,1,36,2,0,5,162,9.642165184,7.988543034
4970,1,67,0,1,2,162,8.103632927,6.253829002
4971,1,66,2,0,4,162,9.624140739,7.432483673
4972,1,36,4,0,6,162,9.220918655,7.723120213
4973,1,38,2,0,6,162,9.01680851,
4974,1,31,2,1,5,162,9.51913166,5.272999763
4975,1,38,4,0,4,162,9.072525024,7.199678421
4976,1,30,0,0,5,162,9.142689705,
4977,1,40,4,0,6,162,10.18241596,8.066207886
4978,1,38,3,0,3,162,9.787125587,5.56068182
4979,1,48,3,0,11,162,10.97191334,7.662937641
4980,1,40,4,0,5,162,10.030509,4.867534637
4981,1,63,9,0,2,162,9.007188797,3.401197433
4982,1,42,4,1,6,163,9.282684326,7.499423504
4983,2,40,4,1,3,163,9.394991875,
4984,2,42,2,0,4,163,9.789586067,
4985,1,35,3,1,4,163,10.17235756,5.010635376
4986,1,49,4,0,9,163,9.673930168,7.520776272
4987,1,41,3,0,5,163,9.498965263,
4988,1,56,3,0,8,163,10.01143837,6.930494785
4989,1,44,4,0,6,163,9.724995613,8.445482254
4990,1,43,3,1,9,163,10.43173981,6.120297432
4991,1,69,2,1,4,163,9.457618713,6.536691666
4992,1,45,3,0,7,163,9.738034248,6.086774826
4993,1,56,0,1,6,163,9.909482956,6.253829002
4994,1,42,2,0,3,163,9.462351799,
4995,1,38,7,0,6,163,9.8751688,6.011267185
4996,1,40,4,0,5,163,9.967483521,5.298317432
4997,1,34,3,0,7,163,10.52564907,8.729073524
4998,2,61,2,0,4,163,8.955814362,6.845880032
4999,1,37,4,0,6,163,9.016135216,4.356709003
5000,1,34,2,0,6,163,10.03324223,7.670894623
5001,1,64,7,0,5,163,10.05416584,8.121777534
5002,1,30,3,0,4,163,9.434928894,5.384495258
5003,1,31,3,1,4,163,10.06885624,5.272999763
5004,2,60,2,0,3,163,8.842477798,7.366445065
5005,1,31,2,0,4,163,9.736927986,5.455321312
5006,2,37,3,0,4,163,10.16771412,
5007,1,57,2,0,9,163,9.58765316,6.887552738
5008,1,30,3,1,4,163,9.819876671,8.323608398
5009,2,69,2,0,5,163,9.980808258,6.590301037
5010,2,34,7,0,2,163,9.552229881,7.745002747
5011,1,44,3,0,5,163,10.62336731,5.480638981
5012,1,33,2,0,5,164,9.111540794,5.849324703
5013,2,45,2,0,5,164,9.036955833,6.253829002
5014,2,63,2,0,4,164,9.148801804,7.019296646
5015,1,72,2,0,7,164,9.150436401,6.862757683
5016,1,39,3,1,7,164,10.02702141,6.593044758
5017,1,39,2,1,5,164,9.276958466,7.575584888
5018,1,61,2,0,7,164,10.19192314,6.895682812
5019,1,41,9,0,1,164,8.225640297,
5020,1,69,2,0,4,164,9.180077553,7.954020977
5021,1,30,2,0,4,164,9.045116425,5.56068182
5022,1,38,2,1,5,164,9.368728638,
5023,1,51,3,1,10,164,10.84391117,8.582231522
5024,1,62,0,1,4,164,9.205631256,7.839919567
5025,1,36,3,1,6,164,11.56094933,4.867534637
5026,1,36,2,1,7,164,9.710783005,7.090076923
5027,1,30,2,0,3,164,9.034233093,5.361292362
5028,2,70,2,0,4,164,10.44682217,7.575584888
5029,1,62,3,1,5,164,10.42732525,8.203304291
5030,1,74,0,1,5,164,9.103952408,4.867534637
5031,2,68,0,1,4,164,9.489285469,5.049856186
5032,2,42,3,0,4,164,9.173384666,5.509388447
5033,1,72,0,1,5,164,10.14508724,5.783825397
5034,1,68,2,0,6,164,9.77950573,8.053887367
5035,1,38,7,0,4,164,9.919585228,3.871201038
5036,1,41,3,0,5,164,9.398311615,6.120297432
5037,2,31,2,0,5,164,9.313087463,6.322565079
5038,1,39,3,1,8,164,10.1431427,7.129297733
5039,1,50,2,1,7,164,10.03887177,8.405143738
5040,1,46,4,1,5,164,10.10979843,7.268222809
5041,1,66,3,1,6,164,9.472894669,6.625392437
5042,2,38,2,0,3,164,8.304775238,5.886104107
5043,1,29,2,0,3,164,8.979948044,
5044,2,74,0,1,2,165,8.385795593,7.352441311
5045,1,42,4,1,6,165,10.64673424,5.783825397
5046,1,52,2,1,11,165,10.32911777,7.118826389
5047,1,49,2,1,9,165,10.51926613,8.654691696
5048,1,61,3,1,8,165,10.27824116,7.309881687
5049,2,72,0,0,6,165,9.618780136,7.042286396
5050,1,34,3,1,5,165,9.408157349,6.535241127
5051,1,48,4,1,7,165,9.608295441,
5052,1,60,2,1,6,165,9.369908333,7.781973362
5053,1,44,3,1,10,165,9.898594856,6.869014263
5054,1,67,0,1,3,165,9.073502541,7.339537621
5055,1,38,4,0,4,165,9.779065132,8.696175575
5056,1,41,6,1,7,165,10.15490246,6.47697258
5057,2,36,5,0,5,165,9.600917816,
5058,1,51,3,1,8,165,9.909333229,7.385231018
5059,1,44,3,1,8,165,10.12983513,9.035391808
5060,1,56,2,1,6,165,10.50754642,6.572282314
5061,2,43,0,0,4,165,8.932686806,6.659294128
5062,1,58,2,1,7,165,10.58786583,6.608000755
5063,2,45,2,1,2,165,10.2307682,7.309881687
5064,1,37,2,0,8,165,9.798445702,7.283448219
5065,1,42,2,0,7,165,9.024634361,
5066,1,67,2,0,5,165,8.98560524,7.265429497
5067,1,47,3,1,9,165,10.59416103,7.426548958
5068,2,51,2,1,6,165,10.03284168,10.57106018
5069,1,29,3,1,4,165,8.942639351,5.56068182
5070,2,48,2,0,4,165,9.697764397,6.148468494
5071,2,72,2,1,2,165,8.695146561,6.349139214
5072,1,85,0,1,7,165,10.14504719,7.892825603
5073,1,36,4,1,5,165,9.64465332,4.356709003
5074,1,44,4,0,9,165,9.648616791,5.272999763
5075,1,66,2,0,5,165,9.454574585,8.195057869
5076,1,44,4,0,7,166,10.13194561,3.663561583
5077,1,67,3,1,2,166,8.077404976,6.120297432
5078,1,37,3,0,7,166,9.502249718,8.082402229
5079,1,42,4,0,6,166,10.22466469,7.912056923
5080,2,48,4,0,4,166,8.945584297,7.309881687
5081,1,58,3,0,7,166,10.09712029,9.045229912
5082,1,61,3,0,5,166,9.460041046,8.706159592
5083,1,45,4,1,4,166,9.473686218,8.59322834
5084,1,72,3,1,3,166,10.48339844,8.826147079
5085,1,39,4,0,11,166,9.457674026,
5086,1,70,2,1,2,166,8.472789764,4.174387455
5087,1,68,2,1,4,166,9.027547836,7.388328075
5088,1,42,4,0,6,166,10.64035797,8.994668961
5089,2,27,2,1,4,166,9.000507355,7.548555851
5090,1,66,0,0,5,166,9.960119247,9.639521599
5091,2,34,2,1,6,166,9.865252495,6.49677515
5092,1,38,3,0,3,166,10.19207478,4.60517025
5093,1,37,3,1,5,166,9.814304352,4.356709003
5094,1,52,3,1,5,166,9.943325996,
5095,1,78,3,1,2,166,8.550563812,
5096,1,67,2,0,4,166,8.836606026,7.019296646
5097,2,62,2,1,1,166,8.159370422,8.086410522
5098,2,57,0,1,6,166,9.154176712,6.393590927
5099,2,59,2,0,9,166,9.870896339,6.642486572
5100,2,82,0,1,2,166,8.418358803,7.757906437
5101,2,55,2,0,5,166,10.27366734,6.253829002
5102,1,48,4,1,6,166,10.5019474,6.766191483
5103,2,48,2,1,4,166,9.655034065,8.112527847
5104,2,73,0,0,2,166,8.333352089,4.867534637
5105,1,68,0,1,2,166,8.424565315,5.783825397
5106,1,35,3,1,5,166,10.01295757,6.921658039
5107,2,46,4,1,1,166,8.921684265,7.292336941
5108,1,68,2,1,4,167,9.713335991,7.548555851
5109,2,66,2,1,4,167,8.977870941,7.21890974
5110,1,62,2,1,7,167,10.16335773,8.486527443
5111,1,65,3,1,7,167,10.38494015,7.506591797
5112,2,61,2,1,7,167,9.660189629,9.135617256
5113,1,44,3,1,4,167,9.237861633,7.863266945
5114,1,48,3,0,6,167,9.118782997,7.991592407
5115,1,41,3,0,6,167,8.761764526,
5116,2,36,3,1,3,167,8.721339226,
5117,1,36,2,1,6,167,9.218238831,6.659294128
5118,1,31,4,1,4,167,9.198020935,7.34148407
5119,2,41,2,1,2,167,7.887160301,4.356709003
5120,1,47,4,1,5,167,9.466722488,6.813444614
5121,1,58,4,1,7,167,10.3666544,6.091310024
5122,1,45,2,1,3,167,8.381009102,9.009080887
5123,1,61,0,1,5,167,9.648809433,7.94626379
5124,1,58,3,1,9,167,10.18720913,6.946976185
5125,1,44,2,1,7,167,9.565056801,7.030857563
5126,1,52,2,1,7,167,9.899112701,9.041921616
5127,1,43,3,1,8,167,9.864210129,8.137103081
5128,1,29,3,1,4,167,9.035149574,7.118826389
5129,1,54,4,1,10,167,9.878295898,6.47697258
5130,1,44,4,0,5,167,9.988282204,9.472704887
5131,1,58,0,1,6,167,9.989226341,7.989899158
5132,1,55,3,0,5,167,9.277386665,6.813444614
5133,1,55,4,1,6,167,9.671227455,8.268732071
5134,1,77,2,0,3,167,8.91972065,6.120297432
5135,1,58,5,1,7,167,10.22196865,8.058327675
5136,1,51,4,1,4,167,8.993013382,5.272999763
5137,2,36,3,0,3,167,9.511227608,5.966146946
5138,2,32,4,0,6,168,9.509778976,8.512984276
5139,1,35,3,1,4,168,9.23823452,6.799056053
5140,1,34,3,0,5,168,8.878154755,6.253829002
5141,1,62,2,1,3,168,9.153512955,6.47697258
5142,1,64,0,0,5,168,9.325983047,5.783825397
5143,1,39,6,0,6,168,9.846975327,7.192934036
5144,2,34,6,0,4,168,8.886104584,6.675823212
5145,1,61,3,1,7,168,9.825400352,5.932245255
5146,1,46,5,0,5,168,10.21792316,7.21890974
5147,1,32,2,1,6,168,8.996476173,6.769641876
5148,1,57,2,0,3,168,8.861250877,7.170119762
5149,1,42,3,1,6,168,9.8965168,6.49677515
5150,1,69,0,1,8,168,10.21544647,9.980448723
5151,1,39,0,1,8,168,9.301828384,5.783825397
5152,1,25,2,1,5,168,8.894420624,7.902487278
5153,1,46,3,0,5,168,8.502031326,7.541683197
5154,1,33,2,0,4,168,8.543584824,5.783825397
5155,1,47,3,0,10,168,10.48469925,9.261983871
5156,1,41,3,0,7,168,9.987809181,5.272999763
5157,1,37,3,0,8,168,10.40344238,7.499423504
5158,1,37,3,0,5,168,10.07783508,
5159,1,50,2,0,10,168,10.74181461,6.946976185
5160,1,46,2,0,8,168,10.82367039,7.520776272
5161,1,36,2,0,3,168,9.121153831,5.204006672
5162,1,52,3,0,16,168,11.17471313,
5163,1,64,3,0,8,168,10.28059387,7.352441311
5164,2,60,0,0,3,168,8.637147903,
5165,1,41,2,0,7,168,9.804470062,7.676937103
5166,1,38,4,0,7,168,11.01395702,7.712443829
5167,1,38,3,1,4,168,9.632033348,7.007600784
5168,1,41,4,0,11,168,10.49565315,6.373319626
5169,1,28,5,0,7,168,9.669161797,7.724446774
5170,1,48,3,1,6,169,9.189330101,
5171,1,48,2,1,9,169,9.364840508,
5172,1,47,3,1,10,169,9.191376686,6.516192913
5173,2,61,3,1,4,169,9.070933342,6.30261898
5174,2,33,2,1,2,169,8.599191666,5.509388447
5175,2,59,2,0,3,169,8.76113224,
5176,1,39,3,1,8,169,9.37364769,
5177,2,78,0,1,7,169,9.327445984,7.520776272
5178,2,78,0,1,6,169,9.292280197,
5179,2,50,2,1,2,169,8.815745354,5.783825397
5180,2,40,3,0,5,169,8.721179962,6.30261898
5181,2,57,2,1,2,169,8.898172379,7.064759254
5182,2,84,0,1,1,169,7.915651798,4.762174129
5183,1,75,2,1,6,169,9.247471809,6.593044758
5184,1,70,2,1,6,169,9.709126472,7.435438156
5185,2,53,2,0,3,169,8.965210915,
5186,1,76,2,1,2,169,8.395942688,6.371612072
5187,1,69,2,1,4,169,9.149353981,
5188,2,53,2,0,2,169,8.3085289,
5189,1,44,2,1,3,169,8.803909302,4.867534637
5190,1,69,2,1,10,169,9.393519402,6.774223804
5191,1,56,4,1,4,169,8.805934906,6.771935463
5192,1,49,2,1,6,169,9.23365593,
5193,2,56,3,0,1,169,7.586133957,4.867534637
5194,2,60,2,1,5,169,9.130158424,6.413458824
5195,2,80,0,1,7,169,9.354669571,
5196,1,39,3,1,7,169,9.071825027,3.555348158
5197,2,77,2,1,4,169,8.780572891,5.966146946
5198,1,41,2,1,6,169,9.132694244,
5199,1,56,2,1,7,169,9.613368988,
5200,1,40,0,0,6,169,8.646594048,6.946976185
5201,1,28,2,0,4,169,8.426168442,6.754603863
5202,2,76,0,1,3,170,9.252189636,8.320691109
5203,2,53,2,1,6,170,9.945982933,
5204,2,35,2,0,4,170,8.796441078,6.516192913
5205,1,58,3,1,6,170,9.248721123,
5206,1,52,3,0,5,170,9.7716465,5.963579178
5207,2,38,2,1,4,170,8.854832649,5.003946304
5208,2,67,0,1,2,170,9.473534584,7.640123367
5209,2,28,5,1,3,170,9.261713028,6.061457157
5210,1,46,4,1,3,170,9.081011772,
5211,1,44,2,1,8,170,9.445486069,6.505784035
5212,1,40,6,1,5,170,9.302731514,4.248495102
5213,2,59,2,0,4,170,9.031442642,
5214,2,66,2,1,1,170,9.190447807,
5215,1,69,0,1,3,170,8.788907051,
5216,1,54,4,1,6,170,9.732170105,5.105945587
5217,1,38,2,1,6,170,9.330989838,5.283203602
5218,1,39,4,1,5,170,9.453678131,3.80666256
5219,2,47,2,0,4,170,9.735203743,
5220,2,48,2,1,3,170,8.8754282,4.867534637
5221,1,68,0,0,3,170,8.83063221,6.813444614
5222,2,48,2,1,5,170,8.952604294,6.628041267
5223,2,61,2,1,4,170,9.223449707,5.105945587
5224,2,66,0,1,4,170,9.32489872,6.771935463
5225,1,45,2,1,3,170,9.325242996,4.867534637
5226,1,48,7,0,7,170,9.927242279,5.966146946
5227,1,55,3,1,6,170,10.05394363,
5228,1,74,0,1,4,170,9.517259598,9.401456833
5229,1,55,2,1,6,170,9.753421783,
5230,1,47,3,1,6,170,9.782979965,7.96380806
5231,1,83,3,0,5,170,9.474638939,7.78280735
5232,1,38,3,1,5,170,9.512661934,5.075173855
5233,1,31,2,0,4,170,8.761191368,8.988196373
5234,1,33,3,1,8,171,9.264739037,9.529884338
5235,1,61,2,1,6,171,9.14526844,
5236,1,35,2,1,6,171,9.720395088,6.030685425
5237,1,41,2,1,6,171,9.937545776,6.625392437
5238,1,70,2,1,6,171,9.597159386,8.717681885
5239,2,39,2,0,5,171,8.407588005,4.615120411
5240,1,39,9,0,4,171,9.770173073,
5241,2,60,2,1,1,171,8.493759155,
5242,2,53,2,1,5,171,9.50740242,
5243,1,65,4,1,7,171,9.297163963,6.028278351
5244,1,39,4,0,5,171,9.228567123,8.674197197
5245,1,35,4,0,4,171,9.446481705,
5246,1,39,2,1,4,171,9.413826942,3.583518982
5247,2,60,2,1,6,171,9.120120049,6.202535629
5248,1,39,2,1,5,171,8.75819397,4.962844849
5249,1,41,3,1,5,171,9.227794647,3.401197433
5250,1,37,4,1,8,171,9.93893528,11.25039101
5251,1,69,3,1,6,171,9.015377045,6.622736454
5252,2,63,0,1,4,171,9.396933556,8.592486382
5253,1,28,3,1,4,171,8.5315485,5.337538242
5254,1,44,2,1,6,171,9.232720375,5.484797001
5255,1,54,2,1,5,171,10.0327282,6.72503376
5256,1,63,2,0,5,171,9.264821053,4.867534637
5257,2,59,2,0,6,171,9.14935112,6.49375391
5258,1,57,3,1,7,171,10.04020977,5.783825397
5259,1,52,3,1,7,171,9.369866371,4.025351524
5260,1,28,6,1,3,171,9.16987133,4.867534637
